Currency,Convert To,Price
BTC,GBP,19366.131205861555
ETH,GBP,1350.384906749166
ADA,GBP,0.330952727894231
DOGE,GBP,0.07294350070535584
ATOM,GBP,11.447095105617787
DOT,GBP,5.336353564519816
LTC,GBP,82.50702496653211
XLM,GBP,0.07336634617397896
XRP,GBP,0.32768839547230016
XMR,GBP,135.55763666130397
BCH,GBP,109.45041696447926
MATIC,GBP,1.0749214125855633
SOL,GBP,19.09225409918905
